time(ms),accX(G),accY(G),accZ(G)
103.173,1.15771,-0.1958,0.34888
104.091,1.13037,-0.18384,0.35986
105.01,1.13037,-0.18384,0.35986
105.929,1.1167,-0.16992,0.36157
106.848,1.09644,-0.15259,0.36157
107.767,1.06982,-0.13379,0.36523
108.691,1.04907,-0.11646,0.36206
109.609,1.03857,-0.08569,0.34937
110.528,1.02222,-0.06104,0.35547
111.454,1.00684,-0.04907,0.36987
112.373,1.01392,-0.02856,0.37207
113.291,1.01733,-0.01343,0.38892
114.21,1.02539,-0.00952,0.4165
115.129,1.05029,-0.00513,0.44043
116.051,1.07446,-0.00439,0.46021
116.97,1.09717,-0.00854,0.48047
117.889,1.09717,-0.00854,0.48047
118.808,1.12573,-0.00049,0.51172
119.73,1.15601,0.00562,0.55151
120.649,1.19189,0.00952,0.58716
121.568,1.23804,0.02026,0.61035
122.494,1.28296,0.01855,0.64966
123.413,1.32544,0.01978,0.71167
124.331,1.37402,0.02466,0.75293
125.254,1.41235,0.02246,0.78467
126.173,1.43677,0.01685,0.82544
127.091,1.45361,0.01611,0.85742
128.01,1.47559,0.00952,0.88428
128.929,1.49097,-0.00146,0.92114
129.848,1.49097,-0.00146,0.92114
130.767,1.49097,-0.00342,0.95776
131.691,1.49268,-0.0127,0.98071
132.609,1.4873,-0.02246,0.99463
133.528,1.46997,-0.03442,1.01489
134.454,1.45898,-0.0459,1.03882
135.373,1.45044,-0.05103,1.052
136.291,1.42529,-0.06323,1.05322
137.21,1.4021,-0.08057,1.05151
138.129,1.39429,-0.08691,1.04785
139.051,1.38062,-0.09546,1.04541
139.97,1.36206,-0.11523,1.05713
140.889,1.35059,-0.12305,1.05103
141.808,1.35059,-0.12305,1.05103
142.73,1.33081,-0.12769,1.04321
143.649,1.30884,-0.14258,1.04688
144.568,1.29761,-0.15771,1.04297
145.494,1.2915,-0.17017,1.04126
146.413,1.27563,-0.17773,1.04028
147.331,1.26099,-0.1897,1.03906
148.254,1.25464,-0.2002,1.03223
149.173,1.24707,-0.20703,1.02637
150.091,1.23706,-0.21484,1.01855
151.01,1.22314,-0.21753,1.01367
151.929,1.21558,-0.22241,1.00391
152.848,1.20654,-0.22681,0.99365
153.767,1.19507,-0.23633,0.98413
154.691,1.19507,-0.23633,0.98413
155.609,1.18042,-0.24243,0.96606
156.528,1.16528,-0.25244,0.96069
157.454,1.15234,-0.26514,0.9519
158.373,1.14014,-0.26929,0.94019
159.291,1.12427,-0.27783,0.92578
160.21,1.10864,-0.28247,0.89355
161.129,1.0896,-0.28662,0.87134
162.051,1.0625,-0.29883,0.86206
162.97,1.03564,-0.30688,0.85571
163.889,1.0144,-0.31372,0.84888
164.808,0.99878,-0.32568,0.82666
165.73,0.97583,-0.33374,0.81885
166.649,0.97583,-0.33374,0.81885
167.568,0.93896,-0.34302,0.81689
168.494,0.90698,-0.35034,0.80225
169.413,0.88281,-0.35767,0.79419
170.331,0.85498,-0.35571,0.77686
171.254,0.82617,-0.34521,0.76636
172.173,0.79639,-0.34082,0.76392
173.091,0.7605,-0.34937,0.76196
174.01,0.73193,-0.35254,0.7666
174.929,0.70972,-0.35156,0.76758
175.848,0.68555,-0.35205,0.77002
176.767,0.66895,-0.35352,0.77222
177.691,0.6582,-0.35889,0.77271
178.609,0.6582,-0.35889,0.77271
179.528,0.646,-0.3562,0.77637
180.454,0.62744,-0.35864,0.78613
181.373,0.62085,-0.35791,0.79614
182.291,0.61523,-0.35571,0.80054
183.21,0.59863,-0.35889,0.80933
184.129,0.5957,-0.35889,0.81665
185.051,0.59473,-0.35791,0.83154
185.97,0.58228,-0.35229,0.85742
186.889,0.58203,-0.34937,0.87354
187.808,0.58643,-0.35254,0.88721
188.73,0.58179,-0.35156,0.89844
189.649,0.57715,-0.3457,0.89917
190.568,0.58643,-0.34204,0.89941
191.494,0.58643,-0.34204,0.89941
192.413,0.59424,-0.34082,0.90088
193.331,0.58862,-0.34033,0.91016
194.254,0.5752,-0.34961,0.92456
195.173,0.57617,-0.35742,0.92871
196.091,0.57568,-0.35889,0.9292
197.01,0.56079,-0.37402,0.93799
197.929,0.5498,-0.38867,0.94897
198.848,0.53198,-0.39136,0.95874
199.767,0.52222,-0.39771,0.96484
200.691,0.53149,-0.40234,0.948
201.609,0.54077,-0.39551,0.92578
202.528,0.54541,-0.39087,0.92041
203.454,0.54541,-0.39087,0.92041
204.373,0.54346,-0.38843,0.9314
205.291,0.53564,-0.38208,0.94263
206.21,0.52759,-0.38013,0.93799
207.129,0.51978,-0.37451,0.93359
208.051,0.51807,-0.36401,0.93384
208.97,0.51782,-0.36084,0.91919
209.889,0.5166,-0.35913,0.90259
210.808,0.51294,-0.35352,0.89331
211.73,0.51636,-0.35962,0.87769
212.649,0.51855,-0.36084,0.86304
213.568,0.51172,-0.35181,0.84521
214.494,0.50464,-0.34863,0.83398
215.413,0.50464,-0.34863,0.83398
216.331,0.50635,-0.3479,0.82324
217.254,0.51587,-0.33667,0.80273
218.173,0.51392,-0.32324,0.79321
219.091,0.50488,-0.32471,0.78296
220.01,0.49902,-0.32983,0.77393
220.929,0.50073,-0.3291,0.76221
221.848,0.51196,-0.3208,0.74097
222.767,0.52222,-0.30908,0.72729
223.691,0.52637,-0.29663,0.71631
224.609,0.53271,-0.28857,0.70776
225.528,0.53857,-0.28564,0.70459
226.454,0.53955,-0.2915,0.70166
227.373,0.54199,-0.29614,0.69702
228.291,0.54199,-0.29614,0.69702
229.21,0.55786,-0.28369,0.67944
230.129,0.57935,-0.27002,0.66455
231.051,0.58447,-0.26758,0.65063
231.97,0.59204,-0.26001,0.64111
232.889,0.60693,-0.24658,0.63232
233.808,0.6123,-0.23804,0.61401
234.73,0.62769,-0.22144,0.59912
235.649,0.64062,-0.21387,0.60107
236.568,0.64062,-0.22192,0.60522
237.494,0.65747,-0.21411,0.58789
238.413,0.6853,-0.18872,0.57275
239.331,0.70288,-0.16846,0.56494
240.254,0.70288,-0.16846,0.56494
241.173,0.72339,-0.15503,0.55347
242.091,0.74585,-0.14185,0.5498
243.01,0.76074,-0.13452,0.55225
243.929,0.77319,-0.13086,0.55005
244.848,0.79102,-0.12036,0.55518
245.767,0.7998,-0.11816,0.56104
246.691,0.80933,-0.1189,0.56055
247.609,0.82568,-0.11865,0.55713
248.528,0.82837,-0.11255,0.55981
249.454,0.83936,-0.10669,0.56934
250.373,0.85693,-0.10791,0.57104
251.291,0.86328,-0.10742,0.56372
252.21,0.86328,-0.10742,0.56372
253.129,0.86523,-0.1062,0.56177
254.051,0.87817,-0.10303,0.56641
254.97,0.8877,-0.1084,0.56738
255.889,0.90332,-0.11279,0.57251
256.808,0.91699,-0.11816,0.58398
257.73,0.91577,-0.1145,0.58374
258.649,0.91431,-0.10938,0.57471
259.568,0.91211,-0.11841,0.57837
260.494,0.90698,-0.12061,0.58447
261.413,0.90674,-0.12134,0.5835
262.331,0.92065,-0.12354,0.58716
263.254,0.92896,-0.12207,0.5835
264.173,0.92383,-0.1272,0.57251
265.091,0.92383,-0.1272,0.57251
266.01,0.92627,-0.12939,0.57422
266.929,0.93335,-0.12451,0.56348
267.848,0.94531,-0.11841,0.55469
268.767,0.9668,-0.11743,0.54419
269.691,0.979,-0.11157,0.52881
270.609,0.99194,-0.10205,0.51636
271.528,1.00708,-0.10327,0.49292
272.454,1.02686,-0.10059,0.46875
273.373,1.04858,-0.09497,0.44751
274.291,1.07422,-0.08911,0.4292
275.21,1.11133,-0.08643,0.39331
276.129,1.14502,-0.07764,0.35522
277.051,1.14502,-0.07764,0.35522
277.97,1.17578,-0.07153,0.31274
278.889,1.2019,-0.0791,0.26807
279.808,1.2356,-0.07568,0.23242
280.73,1.27441,-0.06641,0.17847
281.649,1.30542,-0.07373,0.13159
282.568,1.34277,-0.07764,0.09033
283.494,1.38477,-0.07739,0.03345
284.413,1.42163,-0.0769,-0.02319
285.331,1.46021,-0.07178,-0.07861
286.254,1.49707,-0.073,-0.14014
287.173,1.53149,-0.06543,-0.20972
288.091,1.56421,-0.06641,-0.27197
289.01,1.56421,-0.06641,-0.27197
289.929,1.5918,-0.07275,-0.3335
290.848,1.62988,-0.07471,-0.39526
291.767,1.65942,-0.08252,-0.45605
292.691,1.6936,-0.09814,-0.52686
293.609,1.73804,-0.10913,-0.59473
294.528,1.77759,-0.11499,-0.6582
295.454,1.82422,-0.12061,-0.73389
296.373,1.85693,-0.12451,-0.7981
297.291,1.8728,-0.12305,-0.85425
298.21,1.89404,-0.12036,-0.91528
299.129,1.91113,-0.12695,-0.97021
300.051,1.93042,-0.13062,-1.0249
300.97,1.95142,-0.12817,-1.07471
301.889,1.95142,-0.12817,-1.07471
302.808,1.96484,-0.13574,-1.11548
303.73,1.98022,-0.14697,-1.15942
304.649,1.97803,-0.14697,-1.19678
305.568,1.98364,-0.14258,-1.23755
306.494,1.98193,-0.1416,-1.27563
307.413,1.98431,-0.14429,-1.29077
308.331,1.98431,-0.13843,-1.30615
309.254,1.98431,-0.125,-1.32251
310.173,1.98431,-0.11475,-1.32471
311.091,1.96924,-0.10425,-1.29761
312.01,1.979,-0.09595,-1.25806
312.929,1.96924,-0.09473,-1.2207
313.848,1.96924,-0.09473,-1.2207
314.767,1.96582,-0.08496,-1.18213
315.691,1.95239,-0.08228,-1.13672
316.609,1.94141,-0.07739,-1.07642
317.528,1.94824,-0.06885,-1.01733
318.454,1.93433,-0.06445,-0.95557
319.373,1.927,-0.05444,-0.89722
320.291,1.92651,-0.03784,-0.84912
321.21,1.91333,-0.01929,-0.78857
322.129,1.91553,-0.01123,-0.7312
323.051,1.92017,-0.00488,-0.67944
323.97,1.9187,0.00854,-0.62988
324.889,1.9104,0.01367,-0.57959
325.808,1.9104,0.01367,-0.57959
326.73,1.89624,0.01367,-0.53369
327.649,1.88379,0.02026,-0.49512
328.568,1.86914,0.02344,-0.43652
329.494,1.86011,0.03491,-0.38184
330.413,1.85889,0.04492,-0.34473
331.331,1.84717,0.03516,-0.30981
332.254,1.83203,0.03369,-0.26123
333.173,1.82056,0.04785,-0.21045
334.091,1.79858,0.05371,-0.17456
335.01,1.77686,0.07129,-0.13574
335.929,1.74707,0.08496,-0.0896
336.848,1.72729,0.08789,-0.05005
337.767,1.7041,0.0979,-0.01025
338.691,1.7041,0.0979,-0.01025
339.609,1.6709,0.09912,0.03857
340.528,1.65088,0.10107,0.07764
341.454,1.62305,0.10352,0.11401
342.373,1.58936,0.10303,0.1543
343.291,1.55811,0.10742,0.18555
344.21,1.52881,0.11328,0.21094
345.129,1.49878,0.12305,0.23755
346.051,1.45947,0.12964,0.26685
346.97,1.41089,0.13062,0.29834
347.889,1.36865,0.1228,0.32495
348.808,1.33081,0.1145,0.33911
349.73,1.28784,0.11279,0.3606
350.649,1.28784,0.11279,0.3606
351.568,1.24829,0.10718,0.38525
352.494,1.20142,0.09619,0.38965
353.413,1.15356,0.08911,0.40283
354.331,1.11328,0.08179,0.42603
355.254,1.06885,0.07983,0.44116
356.173,1.00659,0.07446,0.46143
357.091,0.94897,0.05371,0.47754
358.01,0.89868,0.04663,0.4856
358.929,0.84229,0.04688,0.50171
359.848,0.78467,0.03955,0.52637
360.767,0.72827,0.02783,0.54614
361.691,0.66602,0.0166,0.56812
362.609,0.66602,0.0166,0.56812
363.528,0.59155,0.00977,0.58911
364.454,0.52759,-0.00293,0.60913
365.373,0.46729,-0.02026,0.63257
366.291,0.4021,-0.03467,0.65723
367.21,0.34155,-0.03857,0.67773
368.129,0.27979,-0.04736,0.70435
369.051,0.20947,-0.06836,0.72998
369.97,0.13428,-0.07739,0.7439
370.889,0.05615,-0.09253,0.76831
371.808,-0.02954,-0.11743,0.7915
372.73,-0.12671,-0.12354,0.82129
373.649,-0.2229,-0.12158,0.85791
374.568,-0.32959,-0.12427,0.89722
375.494,-0.32959,-0.12427,0.89722
376.413,-0.43579,-0.13403,0.93774
377.331,-0.55078,-0.14307,0.99316
378.254,-0.68164,-0.13306,1.06055
379.173,-0.82056,-0.11548,1.13037
380.091,-0.96875,-0.0957,1.20532
381.01,-1.11621,-0.0647,1.27954
381.929,-1.26123,-0.02563,1.37061
382.848,-1.40894,0.01221,1.46802
383.767,-1.55884,0.05835,1.57227
384.691,-1.70605,0.10376,1.68921
385.609,-1.84961,0.1377,1.81128
386.528,-1.99121,0.17505,1.93604
387.454,-1.99121,0.17505,1.93604
388.373,-2.0,0.20776,1.98431
389.291,-2.0,0.23828,1.98431
390.21,-2.0,0.27563,1.98431
391.129,-2.0,0.31104,1.98431
392.051,-2.0,0.3418,1.98431
392.97,-2.0,0.38086,1.98431
393.889,-2.0,0.41699,1.98431
394.808,-2.0,0.4397,1.98431
395.73,-2.0,0.4624,1.98431
396.649,-2.0,0.48486,1.98431
397.568,-2.0,0.49951,1.98431
398.494,-2.0,0.51123,1.98431
399.413,-2.0,0.51123,1.98431
400.331,-2.0,0.51392,1.98431
401.254,-2.0,0.50977,1.98431
402.173,-2.0,0.51001,1.98431
403.091,-2.0,0.50049,1.98431
404.01,-2.0,0.48096,1.98431
404.929,-2.0,0.46021,1.98431
405.848,-2.0,0.43213,1.98431
406.767,-2.0,0.40112,1.98431
407.691,-2.0,0.36768,1.98431
408.609,-2.0,0.32373,1.98431
409.528,-2.0,0.29102,1.98431
410.454,-2.0,0.25562,1.98431
411.373,-2.0,0.20068,1.98431
412.291,-2.0,0.20068,1.98431
413.21,-2.0,0.14307,1.98431
414.129,-2.0,0.09204,1.98431
415.051,-2.0,0.04053,1.98431
415.97,-1.93823,-0.01514,1.98431
416.889,-1.78662,-0.0542,1.98431
417.808,-1.63892,-0.08789,1.98431
418.73,-1.48193,-0.12964,1.98431
419.649,-1.3125,-0.17188,1.98431
420.568,-1.14062,-0.21484,1.98431
421.494,-0.97974,-0.26123,1.96289
422.413,-0.8252,-0.30396,1.91602
423.331,-0.66895,-0.33765,1.87036
424.254,-0.66895,-0.33765,1.87036
425.173,-0.50781,-0.37061,1.82788
426.091,-0.35352,-0.40723,1.78516
427.01,-0.20728,-0.4397,1.7312
427.929,-0.05518,-0.4729,1.67798
428.848,0.0813,-0.51343,1.6333
429.767,0.198,-0.54053,1.59106
430.691,0.2998,-0.57422,1.54102
431.609,0.39648,-0.61328,1.4917
432.528,0.48193,-0.64771,1.4436
433.454,0.54126,-0.69727,1.40649
434.373,0.60156,-0.73999,1.37769
435.291,0.69629,-0.74365,1.33838
436.21,0.69629,-0.74365,1.33838
437.129,0.81958,-0.72607,1.2771
438.051,0.9082,-0.71631,1.21826
438.97,0.9812,-0.70093,1.18359
439.889,1.06079,-0.67822,1.14697
440.808,1.13892,-0.6438,1.10352
441.73,1.20703,-0.62402,1.0647
442.649,1.26392,-0.61743,1.03906
443.568,1.33154,-0.59741,1.01123
444.494,1.41162,-0.5791,0.9751
445.413,1.4895,-0.57178,0.94946
446.331,1.56055,-0.56763,0.91821
447.254,1.63013,-0.55859,0.88062
448.173,1.70239,-0.54761,0.84521
449.091,1.70239,-0.54761,0.84521
450.01,1.7854,-0.53247,0.80566
450.929,1.86646,-0.52075,0.7561
451.848,1.92139,-0.52124,0.69922
452.767,1.97559,-0.51855,0.6582
453.691,1.98431,-0.51099,0.61182
454.609,1.98431,-0.50513,0.56641
455.528,1.98431,-0.49121,0.53223
456.454,1.98431,-0.48022,0.48389
457.373,1.98431,-0.48828,0.44556
458.291,1.98431,-0.50415,0.42554
459.21,1.98431,-0.50903,0.39526
460.129,1.98431,-0.51709,0.34717
461.051,1.98431,-0.51709,0.34717
461.97,1.98431,-0.54126,0.29932
462.889,1.98431,-0.56055,0.25146
463.808,1.98431,-0.5603,0.19067
464.73,1.98431,-0.57104,0.14526
465.649,1.98431,-0.60449,0.12207
466.568,1.98431,-0.64014,0.08447
467.494,1.98431,-0.677,0.0271
468.413,1.98431,-0.71533,-0.05322
469.331,1.98431,-0.74805,-0.15039
470.254,1.98431,-0.78027,-0.25757
471.173,1.98431,-0.80811,-0.38477
472.091,1.98431,-0.81909,-0.54395
473.01,1.98431,-0.82373,-0.70898
473.929,1.98431,-0.82373,-0.70898
474.848,1.98431,-0.83252,-0.86768
475.767,1.98431,-0.8479,-1.04028
476.691,1.98431,-0.85938,-1.22681
477.609,1.98431,-0.86646,-1.41553
478.528,1.98431,-0.87207,-1.6001
479.454,1.98431,-0.87476,-1.78027
480.373,1.98431,-0.85962,-1.94214
481.291,1.98431,-0.84912,-2.0
482.21,1.98431,-0.84131,-2.0
483.129,1.98431,-0.82202,-2.0
484.051,1.98431,-0.82422,-2.0
484.97,1.98431,-0.82617,-2.0
485.889,1.98431,-0.82617,-2.0
486.808,1.98431,-0.82495,-2.0
487.73,1.98431,-0.82373,-2.0
488.649,1.98431,-0.81519,-2.0
489.568,1.98431,-0.8064,-2.0
490.494,1.98431,-0.80273,-2.0
491.413,1.98431,-0.78101,-2.0
492.331,1.98431,-0.74731,-2.0
493.254,1.98431,-0.72388,-2.0
494.173,1.98431,-0.70776,-2.0
495.091,1.98431,-0.69312,-2.0
496.01,1.98431,-0.67407,-1.91382
496.929,1.98431,-0.65234,-1.7915
497.848,1.98431,-0.65234,-1.7915
498.767,1.98431,-0.63062,-1.66821
499.691,1.98431,-0.60815,-1.54248
500.609,1.98431,-0.58765,-1.41406
501.528,1.98431,-0.57446,-1.27588
502.454,1.98431,-0.56152,-1.12817
503.373,1.98431,-0.54517,-0.99341
504.291,1.98431,-0.52417,-0.8606
505.21,1.98431,-0.50342,-0.72339
506.129,1.98431,-0.48242,-0.59106
507.051,1.98431,-0.46826,-0.46777
507.97,1.98431,-0.44702,-0.34912
508.889,1.98431,-0.42725,-0.24097
509.808,1.98431,-0.41992,-0.14673
510.73,1.98431,-0.41992,-0.14673
511.649,1.98431,-0.39771,-0.05005
512.568,1.98431,-0.38354,0.04468
513.494,1.98431,-0.37476,0.12256
514.413,1.98431,-0.35864,0.19629
515.331,1.98431,-0.34937,0.2627
516.254,1.98431,-0.33984,0.32373
517.173,1.98431,-0.34131,0.39111
518.091,1.98431,-0.34448,0.44116
519.01,1.98431,-0.34839,0.48486
519.929,1.98431,-0.35352,0.52246
520.848,1.98431,-0.35547,0.55322
521.767,1.98431,-0.36426,0.58472
522.691,1.98431,-0.36426,0.58472
523.609,1.98431,-0.36157,0.604
524.528,1.98431,-0.35791,0.62256
525.454,1.98431,-0.3667,0.63452
526.373,1.98431,-0.37744,0.64648
527.291,1.98431,-0.38086,0.65063
528.21,1.98431,-0.38135,0.64453
529.129,1.98431,-0.38989,0.6394
530.051,1.98431,-0.39648,0.63281
530.97,1.98431,-0.4082,0.6333
531.889,1.98431,-0.42773,0.63306
532.808,1.98291,-0.44287,0.62744
533.73,1.90039,-0.45508,0.61914
534.649,1.90039,-0.45508,0.61914
535.568,1.82446,-0.46509,0.59692
536.494,1.74316,-0.47681,0.58472
537.413,1.65576,-0.49097,0.58032
538.331,1.57275,-0.51172,0.5603
539.254,1.48755,-0.53076,0.55225
540.173,1.40698,-0.54395,0.54053
541.091,1.33179,-0.55957,0.50781
542.01,1.25244,-0.57227,0.47485
542.929,1.17651,-0.58398,0.4502
543.848,1.10132,-0.59692,0.42969
544.767,1.02539,-0.60889,0.4043
545.691,0.94922,-0.62988,0.38574
546.609,0.87451,-0.64868,0.37476
547.528,0.87451,-0.64868,0.37476
548.454,0.80005,-0.66113,0.36206
549.373,0.73071,-0.67676,0.35864
550.291,0.66504,-0.69702,0.35742
551.21,0.58545,-0.75269,0.34644
552.129,0.50244,-0.80347,0.32056
553.051,0.44312,-0.80322,0.29297
553.97,0.41821,-0.78101,0.29517
554.889,0.37427,-0.76685,0.32373
555.808,0.30054,-0.76392,0.3623
556.73,0.22388,-0.75806,0.41772
557.649,0.13623,-0.74609,0.48804
558.568,0.03247,-0.72949,0.54175
559.494,0.03247,-0.72949,0.54175
560.413,-0.07642,-0.72314,0.60059
561.331,-0.18555,-0.72656,0.67676
562.254,-0.30566,-0.72949,0.7478
563.173,-0.4165,-0.72974,0.82373
564.091,-0.52637,-0.72144,0.90234
565.01,-0.65283,-0.71631,0.97876
565.929,-0.77856,-0.72314,1.06128
566.848,-0.90552,-0.71411,1.1543
567.767,-1.0166,-0.68164,1.2417
568.691,-1.12476,-0.65552,1.32349
569.609,-1.24536,-0.62769,1.40454
570.528,-1.37183,-0.59082,1.4895
571.454,-1.37183,-0.59082,1.4895
572.373,-1.49097,-0.54834,1.58105
573.291,-1.60376,-0.50073,1.66992
574.21,-1.72388,-0.45752,1.76196
575.129,-1.83594,-0.40796,1.86011
576.051,-1.9541,-0.35327,1.95581
576.97,-2.0,-0.28906,1.98431
577.889,-2.0,-0.21753,1.98431
578.808,-2.0,-0.15479,1.98431
579.73,-2.0,-0.09302,1.98431
580.649,-2.0,-0.02295,1.98431
581.568,-2.0,0.05103,1.98431
582.494,-2.0,0.12183,1.98431
583.413,-2.0,0.19165,1.98431
584.331,-2.0,0.19165,1.98431
585.254,-2.0,0.25952,1.98431
586.173,-2.0,0.31592,1.98431
587.091,-2.0,0.36694,1.98431
588.01,-2.0,0.40576,1.98431
588.929,-2.0,0.45093,1.98431
589.848,-2.0,0.49536,1.98431
590.767,-2.0,0.52368,1.98431
591.691,-2.0,0.55078,1.98431
592.609,-2.0,0.57153,1.98431
593.528,-2.0,0.59619,1.98431
594.454,-2.0,0.61816,1.98431
595.373,-2.0,0.6377,1.98431
596.291,-2.0,0.6377,1.98431
597.21,-2.0,0.6582,1.98431
598.129,-2.0,0.6709,1.98431
599.051,-2.0,0.67627,1.98431
599.97,-2.0,0.67114,1.98431
600.889,-2.0,0.67261,1.98431
601.808,-2.0,0.6665,1.98431
602.73,-2.0,0.64307,1.98431
603.649,-2.0,0.62134,1.98431
604.568,-2.0,0.58887,1.98431
605.494,-2.0,0.55859,1.98431
606.413,-2.0,0.53418,1.98431
607.331,-2.0,0.50366,1.98431
608.254,-2.0,0.50366,1.98431
609.173,-1.96948,0.46118,1.96533
610.091,-1.85742,0.42285,1.9126
611.01,-1.75,0.39185,1.86182
611.929,-1.6311,0.3562,1.81689
612.848,-1.51416,0.31128,1.76831
613.767,-1.39282,0.271,1.71216
614.691,-1.271,0.23755,1.66895
615.609,-1.16772,0.19971,1.64062
616.528,-1.073,0.16479,1.6062
617.454,-0.96851,0.12964,1.55884
618.373,-0.87231,0.09448,1.52319
619.291,-0.78345,0.06177,1.48877
620.21,-0.69263,0.03345,1.45288
621.129,-0.69263,0.03345,1.45288
622.051,-0.59863,0.0083,1.41016
622.97,-0.51416,-0.01855,1.36426
623.889,-0.43384,-0.04272,1.32715
624.808,-0.33862,-0.05469,1.28833
625.73,-0.24707,-0.06323,1.24683
626.649,-0.17285,-0.07495,1.21191
627.568,-0.10938,-0.08398,1.18701
628.494,-0.03809,-0.08643,1.15796
629.413,0.04224,-0.08398,1.13013
630.331,0.12549,-0.07959,1.10571
631.254,0.20703,-0.07812,1.08618
632.173,0.28931,-0.08838,1.06519
633.091,0.28931,-0.08838,1.06519
634.01,0.38208,-0.09106,1.04126
634.929,0.46899,-0.08423,1.03052
635.848,0.54443,-0.08813,1.02466
636.767,0.6189,-0.08691,1.01318
637.691,0.7041,-0.08057,1.01025
638.609,0.78931,-0.08765,1.01392
639.528,0.85742,-0.09521,1.01245
640.454,0.92822,-0.08203,1.00952
641.373,1.00708,-0.06909,1.021
