time(ms),accX(G),accY(G),accZ(G)
642.291,1.08984,-0.08008,1.03638
643.21,1.17383,-0.09692,1.03979
644.129,1.25854,-0.10156,1.04077
645.051,1.25854,-0.10156,1.04077
645.97,1.33374,-0.10132,1.04907
646.889,1.4043,-0.10107,1.07642
647.808,1.48022,-0.11597,1.09717
648.73,1.55493,-0.13501,1.10278
649.649,1.62622,-0.14429,1.11597
650.568,1.69653,-0.15894,1.12305
651.494,1.76855,-0.18066,1.12671
652.413,1.84155,-0.18848,1.12769
653.331,1.91431,-0.19507,1.13062
654.254,1.98193,-0.21606,1.14087
655.173,1.98431,-0.24634,1.15356
656.091,1.98431,-0.27783,1.16821
657.01,1.98431,-0.30054,1.1665
657.929,1.98431,-0.30054,1.1665
658.848,1.98431,-0.32812,1.14624
659.767,1.98431,-0.35791,1.11353
660.691,1.98431,-0.38159,1.06567
661.609,1.98431,-0.40747,1.00732
662.528,1.98431,-0.42358,0.93945
663.454,1.98431,-0.42847,0.84912
664.373,1.98431,-0.43091,0.74634
665.291,1.98431,-0.43555,0.63623
666.21,1.98431,-0.44824,0.5061
667.129,1.98431,-0.45288,0.36182
668.051,1.98431,-0.46094,0.21777
668.97,1.98431,-0.47559,0.06519
669.889,1.98431,-0.47559,0.06519
670.808,1.98431,-0.48218,-0.11523
671.73,1.98431,-0.49707,-0.29272
672.649,1.98431,-0.51733,-0.47876
673.568,1.98431,-0.53174,-0.68091
674.494,1.98431,-0.54224,-0.86743
675.413,1.98431,-0.54834,-1.05005
676.331,1.98431,-0.56104,-1.22607
677.254,1.98431,-0.57153,-1.40039
678.173,1.98431,-0.56616,-1.57202
679.091,1.98431,-0.56274,-1.72461
680.01,1.98431,-0.5791,-1.84985
680.929,1.98431,-0.60742,-1.95166
681.848,1.98431,-0.60742,-1.95166
682.767,1.98431,-0.64209,-2.0
683.691,1.98431,-0.68628,-2.0
684.609,1.98431,-0.72803,-2.0
685.528,1.98431,-0.75586,-2.0
686.454,1.98431,-0.77441,-2.0
687.373,1.98431,-0.77612,-2.0
688.291,1.98431,-0.77344,-2.0
689.21,1.98431,-0.76929,-2.0
690.129,1.98431,-0.75586,-2.0
691.051,1.98431,-0.74829,-2.0
691.97,1.98431,-0.73901,-2.0
692.889,1.98431,-0.7207,-2.0
693.808,1.98431,-0.70728,-1.94165
694.73,1.98431,-0.70728,-1.94165
695.649,1.98431,-0.69971,-1.83374
696.568,1.98431,-0.68945,-1.72144
697.494,1.98431,-0.66821,-1.60327
698.413,1.98431,-0.64282,-1.47974
699.331,1.98431,-0.62427,-1.34839
700.254,1.98431,-0.59937,-1.23071
701.173,1.98431,-0.57178,-1.12183
702.091,1.98431,-0.54834,-1.00049
703.01,1.98431,-0.53003,-0.86572
703.929,1.98431,-0.51001,-0.73364
704.848,1.98431,-0.4939,-0.60767
705.767,1.98431,-0.4873,-0.47681
706.691,1.98431,-0.4873,-0.47681
707.609,1.98431,-0.47876,-0.35107
708.528,1.98431,-0.46094,-0.23926
709.454,1.98431,-0.43799,-0.13989
710.373,1.98431,-0.4165,-0.04419
711.291,1.98431,-0.40015,0.04565
712.21,1.98431,-0.38672,0.13501
713.129,1.98431,-0.38062,0.22144
714.051,1.98431,-0.37109,0.30029
714.97,1.98431,-0.35913,0.36792
715.889,1.98431,-0.3562,0.43164
716.808,1.98431,-0.34741,0.48926
717.73,1.98431,-0.34009,0.53687
718.649,1.98431,-0.34009,0.53687
719.568,1.98431,-0.33667,0.5813
720.494,1.98431,-0.34497,0.62988
721.413,1.98431,-0.35645,0.66748
722.331,1.98431,-0.36108,0.69336
723.254,1.98431,-0.36646,0.72485
724.173,1.98431,-0.36768,0.74463
725.091,1.98431,-0.37231,0.76343
726.01,1.98431,-0.3877,0.78711
726.929,1.98431,-0.39282,0.79468
727.848,1.94116,-0.40039,0.80762
728.767,1.87207,-0.41772,0.82104
729.691,1.78931,-0.43042,0.82886
730.609,1.71191,-0.44312,0.84766
731.528,1.71191,-0.44312,0.84766
732.454,1.63892,-0.46021,0.85522
733.373,1.55249,-0.47754,0.84521
734.291,1.46265,-0.49585,0.84399
735.21,1.37207,-0.51343,0.84155
736.129,1.2793,-0.53857,0.83252
737.051,1.17822,-0.56372,0.83569
737.97,1.07642,-0.5752,0.81958
738.889,0.97998,-0.59033,0.80249
739.808,0.88452,-0.60522,0.79639
740.73,0.78247,-0.61377,0.78784
741.649,0.68066,-0.61572,0.78003
742.568,0.57373,-0.62402,0.76904
743.494,0.57373,-0.62402,0.76904
744.413,0.45435,-0.62744,0.76294
745.331,0.3501,-0.61816,0.74805
746.254,0.23633,-0.61353,0.74243
747.173,0.11743,-0.60376,0.75024
748.091,0.01074,-0.5769,0.76416
749.01,-0.09937,-0.56177,0.78906
749.929,-0.21484,-0.55933,0.82227
750.848,-0.33032,-0.53418,0.84863
751.767,-0.44653,-0.50903,0.88477
752.691,-0.5625,-0.48633,0.93799
753.609,-0.68359,-0.4585,0.98828
754.528,-0.79565,-0.43506,1.04932
755.454,-0.79565,-0.43506,1.04932
756.373,-0.9043,-0.3999,1.11353
757.291,-1.02686,-0.36206,1.1853
758.21,-1.1355,-0.323,1.25952
759.129,-1.23218,-0.27271,1.34717
760.051,-1.33887,-0.22095,1.45312
760.97,-1.4458,-0.17505,1.55347
761.889,-1.54712,-0.12671,1.63989
762.808,-1.6394,-0.06641,1.7356
763.73,-1.72119,-0.00488,1.85327
764.649,-1.8103,0.04712,1.95288
765.568,-1.89893,0.09985,1.98431
766.494,-1.98511,0.14624,1.98431
767.413,-2.0,0.18164,1.98431
768.331,-2.0,0.18164,1.98431
769.254,-2.0,0.22266,1.98431
770.173,-2.0,0.26685,1.98431
771.091,-2.0,0.30493,1.98431
772.01,-2.0,0.33838,1.98431
772.929,-2.0,0.37231,1.98431
773.848,-2.0,0.40161,1.98431
774.767,-2.0,0.41895,1.98431
775.691,-2.0,0.43628,1.98431
776.609,-2.0,0.45801,1.98431
777.528,-2.0,0.48926,1.98431
778.454,-2.0,0.52246,1.98431
779.373,-2.0,0.54126,1.98431
780.291,-2.0,0.54126,1.98431
781.21,-2.0,0.55664,1.98431
782.129,-2.0,0.57617,1.98431
783.051,-2.0,0.58862,1.98431
783.97,-2.0,0.5918,1.98431
784.889,-2.0,0.59839,1.98431
785.808,-2.0,0.59375,1.98431
786.73,-2.0,0.57715,1.98431
787.649,-2.0,0.56152,1.98431
788.568,-2.0,0.54443,1.979
789.494,-2.0,0.52734,1.94385
790.413,-2.0,0.50635,1.896
791.331,-1.9856,0.47363,1.84937
792.254,-1.9856,0.47363,1.84937
793.173,-1.91528,0.44312,1.79443
794.091,-1.84839,0.41504,1.74756
795.01,-1.79053,0.37866,1.70239
795.929,-1.71411,0.34595,1.64355
796.848,-1.63306,0.32056,1.59131
797.767,-1.56323,0.28882,1.5498
798.691,-1.47095,0.25269,1.50464
799.609,-1.38013,0.21387,1.46606
800.528,-1.30225,0.18091,1.43213
801.454,-1.21362,0.14697,1.39722
802.373,-1.1272,0.10645,1.37231
803.291,-1.04712,0.07788,1.35327
804.21,-0.97656,0.04102,1.33105
805.129,-0.97656,0.04102,1.33105
806.051,-0.91187,0.0022,1.28906
806.97,-0.84473,-0.02539,1.25464
807.889,-0.78564,-0.05249,1.23755
808.808,-0.73071,-0.08276,1.2124
809.73,-0.67163,-0.10718,1.18286
810.649,-0.60669,-0.12329,1.15479
811.568,-0.54468,-0.14868,1.13403
812.494,-0.49805,-0.17017,1.12036
813.413,-0.45361,-0.19604,1.11157
814.331,-0.40796,-0.21948,1.09619
815.254,-0.34814,-0.22754,1.06958
816.173,-0.28516,-0.24927,1.0481
817.091,-0.28516,-0.24927,1.0481
818.01,-0.23657,-0.26709,1.04297
818.929,-0.1748,-0.27148,1.02881
819.848,-0.11426,-0.28271,1.01685
820.767,-0.05664,-0.28931,1.02075
821.691,0.0144,-0.28979,1.00903
822.609,0.08911,-0.29102,0.9978
823.528,0.17285,-0.29761,0.99927
824.454,0.25439,-0.30566,0.99512
825.373,0.33154,-0.3125,0.9895
826.291,0.41992,-0.32007,0.98022
827.21,0.51074,-0.32031,0.97339
828.129,0.59912,-0.32324,0.96777
829.051,0.59912,-0.32324,0.96777
829.97,0.69336,-0.33154,0.95459
830.889,0.7959,-0.33252,0.94702
831.808,0.89526,-0.32837,0.94116
832.73,0.98755,-0.32788,0.91919
833.649,1.09204,-0.33667,0.89771
834.568,1.198,-0.34961,0.88745
835.494,1.29932,-0.34937,0.87329
836.413,1.41333,-0.35522,0.84814
837.331,1.52441,-0.37671,0.82422
838.254,1.62964,-0.39722,0.7998
839.173,1.7334,-0.40967,0.76709
840.091,1.84424,-0.41943,0.729
841.01,1.9541,-0.43042,0.68994
841.929,1.9541,-0.43042,0.68994
842.848,1.98431,-0.44189,0.64233
843.767,1.98431,-0.45801,0.58691
844.691,1.98431,-0.46973,0.53979
845.609,1.98431,-0.48169,0.49023
846.528,1.98431,-0.49805,0.43872
847.454,1.98431,-0.51147,0.37817
848.373,1.98431,-0.53809,0.29858
849.291,1.98431,-0.55957,0.21338
850.21,1.98431,-0.5769,0.11963
851.129,1.98431,-0.60254,0.01831
852.051,1.98431,-0.61475,-0.0835
852.97,1.98431,-0.61816,-0.19531
853.889,1.98431,-0.61816,-0.19531
854.808,1.98431,-0.62183,-0.30859
855.73,1.98431,-0.63501,-0.43701
856.649,1.98431,-0.65747,-0.57568
857.568,1.98431,-0.67554,-0.7063
858.494,1.98431,-0.68213,-0.83472
859.413,1.98431,-0.69141,-0.96729
860.331,1.98431,-0.7019,-1.09814
861.254,1.98431,-0.69922,-1.21826
862.173,1.98431,-0.70386,-1.33179
863.091,1.98431,-0.71094,-1.43799
864.01,1.98431,-0.70874,-1.53491
864.929,1.98431,-0.70557,-1.61719
865.848,1.98431,-0.70557,-1.61719
866.767,1.98431,-0.71118,-1.68604
867.691,1.98431,-0.7207,-1.74805
868.609,1.98431,-0.72534,-1.79346
869.528,1.98431,-0.73608,-1.82471
870.454,1.98431,-0.74365,-1.86084
871.373,1.98431,-0.73901,-1.88403
872.291,1.98431,-0.72412,-1.88501
873.21,1.98431,-0.71436,-1.87842
874.129,1.98431,-0.70093,-1.85938
875.051,1.98431,-0.67773,-1.8291
875.97,1.98431,-0.65503,-1.78784
876.889,1.98431,-0.63843,-1.7334
877.808,1.98431,-0.62744,-1.66528
878.73,1.98431,-0.62744,-1.66528
879.649,1.98431,-0.61743,-1.58838
880.568,1.98431,-0.60474,-1.49976
881.494,1.98431,-0.58472,-1.40698
882.413,1.98431,-0.56543,-1.30493
883.331,1.98431,-0.54907,-1.19629
884.254,1.98431,-0.53711,-1.09399
885.173,1.98431,-0.53027,-0.97559
886.091,1.98431,-0.52197,-0.85669
887.01,1.98431,-0.51465,-0.74121
887.929,1.98431,-0.50977,-0.63721
888.848,1.98431,-0.49927,-0.54761
889.767,1.98431,-0.48901,-0.4585
890.691,1.98431,-0.48901,-0.4585
891.609,1.98431,-0.48389,-0.36646
892.528,1.98431,-0.47729,-0.27783
893.454,1.98431,-0.46509,-0.20288
894.373,1.98431,-0.45093,-0.12744
895.291,1.98431,-0.43652,-0.0498
896.21,1.98431,-0.42554,0.01807
897.129,1.98431,-0.42407,0.08276
898.051,1.98431,-0.41699,0.14917
898.97,1.98431,-0.40479,0.21924
899.889,1.98431,-0.40796,0.28784
900.808,1.98431,-0.41577,0.35083
901.73,1.98431,-0.41479,0.40625
902.649,1.98431,-0.41748,0.47021
903.568,1.98431,-0.41748,0.47021
904.494,1.98431,-0.42334,0.53052
905.413,1.98431,-0.43579,0.56323
906.331,1.98431,-0.4519,0.59619
907.254,1.98431,-0.45898,0.64062
908.173,1.98431,-0.47119,0.67725
909.091,1.98431,-0.47705,0.70093
910.01,1.93848,-0.48706,0.72363
910.929,1.85938,-0.51001,0.74658
911.848,1.78027,-0.52441,0.76758
912.767,1.7002,-0.53735,0.77612
913.691,1.61914,-0.54883,0.78149
914.609,1.53223,-0.54932,0.78955
915.528,1.53223,-0.54932,0.78955
916.454,1.44141,-0.55762,0.78955
917.373,1.34692,-0.56519,0.78076
918.291,1.2439,-0.5686,0.77441
919.21,1.14648,-0.57959,0.77271
920.129,1.05249,-0.59229,0.76782
921.051,0.96021,-0.60596,0.7627
921.97,0.87061,-0.61279,0.74927
922.889,0.77246,-0.61841,0.73926
923.808,0.66382,-0.62769,0.74121
924.73,0.55908,-0.63647,0.73975
925.649,0.46606,-0.63501,0.74219
926.568,0.36963,-0.63306,0.75659
927.494,0.36963,-0.63306,0.75659
928.413,0.28345,-0.63184,0.77026
929.331,0.18628,-0.62109,0.78833
930.254,0.07446,-0.61475,0.80981
931.173,-0.02686,-0.61035,0.83691
932.091,-0.12598,-0.58643,0.89307
933.01,-0.22046,-0.56323,0.95532
933.929,-0.32495,-0.54517,1.00464
934.848,-0.4314,-0.51538,1.07373
935.767,-0.53491,-0.48633,1.15674
936.691,-0.64355,-0.45044,1.23242
937.609,-0.74829,-0.40625,1.3064
938.528,-0.8606,-0.36963,1.37915
939.454,-0.97778,-0.33667,1.45996
940.373,-0.97778,-0.33667,1.45996
941.291,-1.08911,-0.29858,1.53149
942.21,-1.18799,-0.2583,1.59961
943.129,-1.28711,-0.21558,1.68994
944.051,-1.38794,-0.17065,1.77637
944.97,-1.48804,-0.12231,1.84888
945.889,-1.59497,-0.06787,1.93018
946.808,-1.69043,-0.02563,1.98431
947.73,-1.77881,0.00732,1.98431
948.649,-1.87524,0.05054,1.98431
949.568,-1.95801,0.09668,1.98431
950.494,-2.0,0.14771,1.98431
951.413,-2.0,0.19604,1.98431
952.331,-2.0,0.19604,1.98431
953.254,-2.0,0.23608,1.98431
954.173,-2.0,0.27832,1.98431
955.091,-2.0,0.3147,1.98431
956.01,-2.0,0.34961,1.98431
956.929,-2.0,0.39062,1.98431
957.848,-2.0,0.42358,1.98431
958.767,-2.0,0.45239,1.98431
959.691,-2.0,0.48267,1.98431
960.609,-2.0,0.5061,1.98431
961.528,-2.0,0.52979,1.98431
962.454,-2.0,0.55005,1.98431
963.373,-2.0,0.57471,1.98431
964.291,-2.0,0.57471,1.98431
965.21,-2.0,0.5918,1.98431
966.129,-2.0,0.60107,1.98431
967.051,-2.0,0.60864,1.98431
967.97,-2.0,0.59888,1.98431
968.889,-2.0,0.58887,1.98431
969.808,-2.0,0.56885,1.98431
970.73,-2.0,0.5376,1.97095
971.649,-2.0,0.51465,1.96118
972.568,-2.0,0.48584,1.94189
973.494,-2.0,0.4541,1.92529
974.413,-1.9519,0.43091,1.89917
975.331,-1.86841,0.40088,1.86011
976.254,-1.77612,0.37329,1.83228
977.173,-1.77612,0.37329,1.83228
978.091,-1.67432,0.34717,1.80249
979.01,-1.57935,0.31323,1.76245
979.929,-1.48364,0.27881,1.7312
980.848,-1.38525,0.23779,1.70337
981.767,-1.27905,0.20532,1.67236
982.691,-1.17603,0.17627,1.65161
983.609,-1.09741,0.13867,1.62769
984.528,-1.01782,0.10034,1.60229
985.454,-0.94043,0.06836,1.57861
986.373,-0.8606,0.04907,1.55029
987.291,-0.78833,0.02075,1.52539
988.21,-0.72754,-0.00952,1.49512
989.129,-0.72754,-0.00952,1.49512
990.051,-0.66675,-0.03589,1.46167
990.97,-0.60303,-0.06934,1.43555
991.889,-0.54297,-0.09204,1.40576
992.808,-0.49194,-0.11963,1.37183
993.73,-0.43042,-0.15308,1.34009
994.649,-0.36987,-0.18115,1.31226
995.568,-0.3125,-0.21045,1.27612
996.494,-0.25806,-0.24023,1.25049
997.413,-0.21289,-0.26978,1.23145
998.331,-0.15894,-0.2998,1.20239
999.254,-0.09473,-0.32739,1.18359
1000.173,-0.04126,-0.34253,1.16455
1001.091,-0.04126,-0.34253,1.16455
1002.01,0.0105,-0.37109,1.14453
1002.929,0.06006,-0.40454,1.12085
1003.848,0.1123,-0.42871,1.10376
1004.767,0.17236,-0.44873,1.08936
1005.691,0.23047,-0.46802,1.06909
1006.609,0.28418,-0.4895,1.05396
1007.528,0.33081,-0.50928,1.03857
1008.454,0.37646,-0.52441,1.0105
1009.373,0.43384,-0.53369,0.98511
1010.291,0.49194,-0.54907,0.97949
1011.21,0.54834,-0.5564,0.96143
1012.129,0.6189,-0.55835,0.93091
1013.051,0.69067,-0.55811,0.9043
1013.97,0.69067,-0.55811,0.9043
1014.889,0.7627,-0.55884,0.88086
1015.808,0.84912,-0.55688,0.85425
1016.73,0.9353,-0.55029,0.8269
1017.649,1.01099,-0.54126,0.80103
1018.568,1.08252,-0.53613,0.77002
1019.494,1.16431,-0.53613,0.73047
1020.413,1.25391,-0.53027,0.68994
1021.331,1.34717,-0.52295,0.66187
1022.254,1.44458,-0.5083,0.62939
1023.173,1.53418,-0.49512,0.58423
1024.091,1.62866,-0.49072,0.5376
1025.01,1.73218,-0.49023,0.49683
1025.929,1.73218,-0.49023,0.49683
1026.848,1.83276,-0.49292,0.44775
1027.767,1.92993,-0.4895,0.39258
1028.691,1.98431,-0.49341,0.33447
1029.609,1.98431,-0.51147,0.27295
1030.528,1.98431,-0.5271,0.21021
1031.454,1.98431,-0.54297,0.14111
1032.373,1.98431,-0.56226,0.06763
1033.291,1.98431,-0.57446,-0.00854
1034.21,1.98431,-0.59741,-0.08716
1035.129,1.98431,-0.62524,-0.17505
1036.051,1.98431,-0.63525,-0.27246
1036.97,1.98431,-0.65649,-0.36816
1037.889,1.98431,-0.65649,-0.36816
1038.808,1.98431,-0.6709,-0.46729
1039.73,1.98431,-0.67822,-0.56958
1040.649,1.98431,-0.69556,-0.66504
1041.568,1.98431,-0.70483,-0.7644
1042.494,1.98431,-0.71606,-0.86304
1043.413,1.98431,-0.72461,-0.96997
1044.331,1.98431,-0.72632,-1.07739
1045.254,1.98431,-0.729,-1.17383
1046.173,1.98431,-0.72437,-1.27637
1047.091,1.98431,-0.71313,-1.37671
1048.01,1.98431,-0.71265,-1.4646
1048.929,1.98431,-0.71851,-1.54468
1049.848,1.98431,-0.71509,-1.61475
1050.767,1.98431,-0.71509,-1.61475
1051.691,1.98431,-0.71606,-1.68457
1052.609,1.98431,-0.71997,-1.74487
1053.528,1.98431,-0.72241,-1.78955
1054.454,1.98431,-0.73755,-1.82275
1055.373,1.98431,-0.74463,-1.84326
1056.291,1.98431,-0.73462,-1.85986
1057.21,1.98431,-0.73657,-1.86914
1058.129,1.98431,-0.73975,-1.86743
1059.051,1.98431,-0.72705,-1.854
1059.97,1.98431,-0.70801,-1.84155
1060.889,1.98431,-0.68604,-1.81348
1061.808,1.98431,-0.66797,-1.77075
1062.73,1.98431,-0.66797,-1.77075
1063.649,1.98431,-0.65405,-1.71753
1064.568,1.98431,-0.63721,-1.65649
1065.494,1.98431,-0.62622,-1.58081
1066.413,1.98431,-0.61841,-1.49219
1067.331,1.98431,-0.60571,-1.40088
1068.254,1.98431,-0.58887,-1.29492
1069.173,1.98431,-0.57642,-1.18384
1070.091,1.98431,-0.56104,-1.0769
1071.01,1.98431,-0.54321,-0.9646
1071.929,1.98431,-0.53589,-0.8501
1072.848,1.98431,-0.54053,-0.7373
1073.767,1.98431,-0.54736,-0.61572
1074.691,1.98431,-0.54736,-0.61572
1075.609,1.98431,-0.54956,-0.50879
1076.528,1.98431,-0.55127,-0.41211
1077.454,1.98431,-0.55518,-0.31714
1078.373,1.98431,-0.55151,-0.22388
1079.291,1.98431,-0.54272,-0.12817
1080.21,1.98431,-0.52832,-0.04395
1081.129,1.98431,-0.51025,0.03857
1082.051,1.98431,-0.49976,0.11646
1082.97,1.98431,-0.4917,0.18408
1083.889,1.98431,-0.48706,0.24951
1084.808,1.98431,-0.48047,0.32397
1085.73,1.98431,-0.47876,0.39526
1086.649,1.98431,-0.48022,0.45581
1087.568,1.98431,-0.48022,0.45581
1088.494,1.98431,-0.47827,0.51611
1089.413,1.98431,-0.47314,0.58203
1090.331,1.98431,-0.48071,0.646
1091.254,1.98431,-0.50366,0.69946
1092.173,1.98431,-0.52271,0.74414
1093.091,1.98431,-0.5437,0.78101
1094.01,1.93774,-0.56445,0.8252
1094.929,1.86816,-0.58301,0.85229
1095.848,1.79956,-0.59839,0.87427
1096.767,1.71997,-0.60596,0.89624
1097.691,1.63379,-0.60815,0.89844
1098.609,1.54468,-0.6106,0.91772
1099.528,1.54468,-0.6106,0.91772
1100.454,1.45361,-0.60986,0.92896
1101.373,1.3562,-0.61035,0.92407
1102.291,1.26831,-0.63696,0.92017
1103.21,1.17529,-0.65186,0.91016
1104.129,1.06909,-0.64844,0.90186
1105.051,0.97607,-0.65845,0.90015
1105.97,0.87793,-0.66528,0.89478
1106.889,0.77979,-0.66504,0.87109
1107.808,0.69653,-0.6665,0.86011
1108.73,0.61401,-0.66602,0.85645
1109.649,0.53149,-0.66528,0.83911
1110.568,0.44629,-0.67065,0.82837
1111.494,0.44629,-0.67065,0.82837
1112.413,0.35791,-0.68213,0.83032
1113.331,0.2605,-0.68457,0.82397
1114.254,0.15918,-0.67896,0.80786
1115.173,0.0686,-0.67456,0.80078
1116.091,-0.02197,-0.66357,0.80444
1117.01,-0.10767,-0.64478,0.81812
1117.929,-0.20215,-0.62695,0.84961
1118.848,-0.31079,-0.60669,0.87866
1119.767,-0.41113,-0.58276,0.90894
1120.691,-0.5166,-0.56372,0.95557
1121.609,-0.63428,-0.53394,1.01343
1122.528,-0.74707,-0.50854,1.08105
1123.454,-0.84619,-0.48535,1.1521
1124.373,-0.84619,-0.48535,1.1521
1125.291,-0.95264,-0.45166,1.23584
1126.21,-1.07153,-0.42041,1.32544
1127.129,-1.18652,-0.39233,1.41064
1128.051,-1.29614,-0.35547,1.49976
1128.97,-1.40845,-0.31689,1.59814
1129.889,-1.53687,-0.271,1.70459
1130.808,-1.6521,-0.21729,1.7998
1131.73,-1.75928,-0.17334,1.89746
1132.649,-1.86792,-0.12695,1.97778
1133.568,-1.97217,-0.0752,1.98431
1134.494,-2.0,-0.02515,1.98431
1135.413,-2.0,0.02539,1.98431
1136.331,-2.0,0.02539,1.98431
1137.254,-2.0,0.07715,1.98431
1138.173,-2.0,0.12012,1.98431
1139.091,-2.0,0.16821,1.98431
1140.01,-2.0,0.21069,1.98431
1140.929,-2.0,0.25049,1.98431
1141.848,-2.0,0.29199,1.98431
1142.767,-2.0,0.33032,1.98431
1143.691,-2.0,0.3689,1.98431
1144.609,-2.0,0.39624,1.98431
1145.528,-2.0,0.42749,1.98431
1146.454,-2.0,0.45288,1.98431
1147.373,-2.0,0.47583,1.98431
1148.291,-2.0,0.47583,1.98431
1149.21,-2.0,0.48926,1.98431
1150.129,-2.0,0.48926,1.98431
1151.051,-2.0,0.48779,1.98431
1151.97,-2.0,0.48096,1.98431
1152.889,-2.0,0.47485,1.98431
1153.808,-2.0,0.46338,1.98431
1154.73,-2.0,0.44702,1.98431
1155.649,-2.0,0.42822,1.98431
1156.568,-2.0,0.40552,1.9563
1157.494,-2.0,0.3855,1.90845
1158.413,-2.0,0.3584,1.86304
1159.331,-2.0,0.32886,1.81812
1160.254,-2.0,0.30273,1.77466
1161.173,-2.0,0.30273,1.77466
1162.091,-2.0,0.2749,1.73169
1163.01,-1.91577,0.24585,1.69678
1163.929,-1.80396,0.20898,1.6731
1164.848,-1.68945,0.17554,1.64575
1165.767,-1.57471,0.1394,1.62231
1166.691,-1.46045,0.09961,1.60889
1167.609,-1.34961,0.06689,1.59839
1168.528,-1.24463,0.03662,1.57788
1169.454,-1.14185,-0.00317,1.55688
1170.373,-1.04663,-0.04175,1.54297
1171.291,-0.96313,-0.0769,1.52051
1172.21,-0.88159,-0.10669,1.50122
1173.129,-0.88159,-0.10669,1.50122
1174.051,-0.79028,-0.13062,1.48169
1174.97,-0.70166,-0.15942,1.46167
1175.889,-0.62915,-0.18799,1.43652
1176.808,-0.56177,-0.22021,1.40625
1177.73,-0.4834,-0.24976,1.37646
1178.649,-0.41211,-0.27417,1.34863
1179.568,-0.35181,-0.30029,1.32788
1180.494,-0.28735,-0.32251,1.28906
1181.413,-0.23291,-0.34351,1.25757
1182.331,-0.16895,-0.37183,1.23267
1183.254,-0.10645,-0.40771,1.19897
1184.173,-0.06299,-0.4397,1.17139
1185.091,-0.06299,-0.4397,1.17139
1186.01,-0.01196,-0.46265,1.14673
1186.929,0.04614,-0.48511,1.12451
1187.848,0.10376,-0.51367,1.10986
1188.767,0.1521,-0.53809,1.09497
1189.691,0.20044,-0.55786,1.07397
1190.609,0.25781,-0.57861,1.05151
1191.528,0.31787,-0.59277,1.03687
1192.454,0.37598,-0.60449,1.02026
1193.373,0.42456,-0.61597,1.00073
1194.291,0.47705,-0.62451,0.99072
1195.21,0.54224,-0.62427,0.9729
1196.129,0.60596,-0.62061,0.94727
1197.051,0.66724,-0.61743,0.92456
1197.97,0.66724,-0.61743,0.92456
1198.889,0.72632,-0.61548,0.90845
1199.808,0.79468,-0.61011,0.89502
1200.73,0.86475,-0.60059,0.88257
1201.649,0.94482,-0.58521,0.85913
1202.568,1.03442,-0.56494,0.83472
1203.494,1.11108,-0.55566,0.82031
1204.413,1.198,-0.5459,0.802
1205.331,1.30371,-0.5271,0.78516
1206.254,1.40845,-0.51318,0.76294
1207.173,1.50586,-0.50049,0.74561
1208.091,1.60498,-0.4873,0.72949
1209.01,1.70947,-0.48779,0.70288
1209.929,1.70947,-0.48779,0.70288
1210.848,1.8064,-0.49097,0.68091
1211.767,1.90527,-0.48413,0.65161
1212.691,1.98431,-0.48291,0.61353
1213.609,1.98431,-0.49146,0.57861
1214.528,1.98431,-0.49854,0.5415
1215.454,1.98431,-0.51196,0.48926
1216.373,1.98431,-0.52954,0.4436
1217.291,1.98431,-0.53955,0.39551
1218.21,1.98431,-0.55762,0.32935
1219.129,1.98431,-0.57739,0.26099
1220.051,1.98431,-0.5896,0.18677
1220.97,1.98431,-0.6106,0.12524
1221.889,1.98431,-0.6106,0.12524
1222.808,1.98431,-0.6377,0.06738
1223.73,1.98431,-0.65698,-0.01733
1224.649,1.98431,-0.67114,-0.10547
1225.568,1.98431,-0.68311,-0.19971
1226.494,1.98431,-0.69385,-0.30762
1227.413,1.98431,-0.7002,-0.4187
1228.331,1.98431,-0.70239,-0.54102
1229.254,1.98431,-0.69995,-0.68091
1230.173,1.98431,-0.70361,-0.8252
1231.091,1.98431,-0.72192,-0.96094
1232.01,1.98431,-0.7373,-1.10645
1232.929,1.98431,-0.74707,-1.2478
1233.848,1.98431,-0.74683,-1.38428
1234.767,1.98431,-0.74683,-1.38428
1235.691,1.98431,-0.75122,-1.51562
1236.609,1.98431,-0.76489,-1.62964
1237.528,1.98431,-0.78076,-1.73682
1238.454,1.98431,-0.79272,-1.84595
1239.373,1.98431,-0.79517,-1.94238
1240.291,1.98431,-0.80762,-2.0
1241.21,1.98431,-0.82666,-2.0
1242.129,1.98431,-0.84375,-2.0
1243.051,1.98431,-0.84937,-2.0
1243.97,1.98431,-0.84082,-2.0
1244.889,1.98431,-0.83569,-2.0
1245.808,1.98431,-0.83374,-2.0
1246.73,1.98431,-0.83374,-2.0
1247.649,1.98431,-0.83325,-2.0
1248.568,1.98431,-0.82471,-2.0
1249.494,1.98431,-0.8125,-2.0
1250.413,1.98431,-0.80225,-2.0
1251.331,1.98431,-0.79297,-2.0
1252.254,1.98431,-0.79468,-1.979
1253.173,1.98431,-0.7854,-1.88623
1254.091,1.98431,-0.77344,-1.77686
1255.01,1.98431,-0.76245,-1.65869
1255.929,1.98431,-0.74976,-1.53955
1256.848,1.98431,-0.74487,-1.4021
1257.767,1.98431,-0.73853,-1.25854
1258.691,1.98431,-0.73853,-1.25854
1259.609,1.98431,-0.73633,-1.11865
1260.528,1.98431,-0.73706,-0.98169
1261.454,1.98431,-0.7356,-0.85596
1262.373,1.98431,-0.73047,-0.7417
