time(ms),accX(G),accY(G),accZ(G)
656.091,0.97534,0.00513,0.05591
657.01,0.98193,0.00073,0.0625
657.929,0.98022,-0.00488,0.06543
658.848,0.9751,-0.00757,0.05762
659.767,0.98975,-0.00806,0.0647
660.691,1.00586,-0.00244,0.07349
661.609,0.98364,0.0,0.06812
662.528,0.95142,0.00317,0.05884
663.454,0.95142,0.00317,0.05884
664.373,0.9585,0.00781,0.05518
665.291,0.98364,0.00537,0.06201
666.21,1.00952,-0.00293,0.06348
667.129,1.00439,-0.01099,0.0437
668.051,0.98804,-0.00269,0.03442
668.97,0.99243,0.00049,0.05005
669.889,0.99268,-0.00244,0.0603
670.808,0.97778,-0.00122,0.06714
671.73,0.97168,-0.00391,0.06226
672.649,0.9856,-0.00317,0.05786
673.568,0.99976,0.00195,0.06299
674.494,0.98486,-0.00024,0.06372
675.413,0.98486,-0.00024,0.06372
676.331,0.95654,0.00293,0.05542
677.254,0.96265,0.0083,0.04956
678.173,0.99414,-0.00073,0.05103
679.091,1.00586,-0.00732,0.06079
680.01,0.98511,-0.00415,0.06372
680.929,0.97949,0.00073,0.05103
681.848,0.99219,0.00342,0.04443
682.767,0.99316,-0.00098,0.05933
683.691,0.98071,-0.00342,0.06812
684.609,0.98071,-0.00024,0.06177
685.528,0.99634,-0.00586,0.06641
686.454,0.99805,-0.00391,0.06958
687.373,0.97192,0.00732,0.06763
688.291,0.97192,0.00732,0.06763
689.21,0.94629,0.0188,0.06396
690.129,0.96436,0.02222,0.04712
691.051,0.99805,0.0083,0.04272
691.97,1.00586,-0.00684,0.05029
692.889,0.99438,-0.01099,0.04492
693.808,0.98462,-0.00562,0.03687
694.73,0.99023,0.00342,0.04565
695.649,0.99365,0.00635,0.05908
696.568,0.97363,0.01025,0.05713
697.494,0.96387,0.01099,0.0498
698.413,0.99365,0.00781,0.04614
699.331,1.01025,0.00854,0.06177
700.254,1.01025,0.00854,0.06177
701.173,0.98926,-0.00464,0.06909
702.091,0.9624,-0.01001,0.05591
703.01,0.96265,0.00049,0.05054
703.929,0.98975,0.00415,0.05615
704.848,0.99414,0.00342,0.05786
705.767,0.97778,-0.00049,0.04834
706.691,0.98608,-0.00049,0.03564
707.609,0.9978,0.00049,0.04395
708.528,0.98657,0.00244,0.06152
709.454,0.9707,-0.00098,0.05762
710.373,0.97217,-0.00879,0.05298
711.291,0.9917,-0.00806,0.06274
712.21,0.9917,-0.00806,0.06274
713.129,0.99829,-0.00635,0.06372
714.051,0.97754,-0.00464,0.05688
714.97,0.94434,0.0083,0.06177
715.889,0.95459,0.0144,0.0564
716.808,0.98999,0.00903,0.05103
717.73,0.99731,-0.00415,0.05054
718.649,1.0,-0.02173,0.03955
719.568,0.98975,-0.0188,0.04077
720.494,0.97852,-0.00635,0.05762
721.413,0.98657,0.00781,0.06787
722.331,0.9751,0.01343,0.06616
723.254,0.97168,0.00952,0.06104
724.173,0.99927,-0.00024,0.06592
725.091,0.99927,-0.00024,0.06592
726.01,1.00269,-0.0083,0.07446
726.929,0.99072,-0.00293,0.06519
727.848,0.98438,-0.00366,0.04565
728.767,0.97339,-0.00513,0.03931
729.691,0.97485,-0.00049,0.05566
730.609,0.9895,0.00024,0.06152
731.528,0.98047,-0.00195,0.05664
732.454,0.97363,-0.00342,0.05518
733.373,0.9917,-0.00195,0.05469
734.291,0.98853,-0.00952,0.06763
735.21,0.97046,-0.0083,0.06982
736.129,0.98804,-0.00244,0.06543
737.051,0.98804,-0.00244,0.06543
737.97,1.00464,-0.00342,0.07397
738.889,0.9812,-0.00146,0.07422
739.808,0.9668,-0.00317,0.06226
740.73,0.95874,0.00464,0.05688
741.649,0.97119,0.0105,0.0542
742.568,0.99854,0.00244,0.04932
743.494,1.00073,-0.0022,0.04688
744.413,0.98853,-0.00244,0.04785
745.331,0.98315,0.00879,0.04907
746.254,0.98389,0.01392,0.05029
747.173,0.97949,0.00269,0.05591
748.091,0.97925,-0.00488,0.05566
749.01,0.97925,-0.00488,0.05566
749.929,0.98071,0.00049,0.05127
750.848,0.99438,0.00317,0.05615
751.767,0.99561,-0.00952,0.07349
752.691,0.979,-0.01709,0.06616
753.609,0.97144,-0.00952,0.04443
754.528,0.96875,0.0,0.05347
755.454,0.97583,0.00098,0.05981
756.373,0.98804,0.00098,0.052
757.291,0.99023,-0.00195,0.0481
758.21,0.98779,0.00293,0.04346
759.129,0.9873,0.00537,0.04468
760.051,0.98364,-0.00464,0.05591
760.97,0.97461,-0.00391,0.06226
761.889,0.97461,-0.00391,0.06226
762.808,0.97119,-0.00342,0.06714
763.73,0.98682,-0.00293,0.07227
764.649,0.99023,-0.00024,0.06494
765.568,0.97729,-0.00269,0.05493
766.494,0.97241,0.00732,0.0498
767.413,0.97681,0.01221,0.05371
768.331,0.99268,0.00122,0.0542
769.254,1.00513,-0.0083,0.04663
770.173,1.00098,-0.00659,0.04199
771.091,0.98901,0.00073,0.04468
772.01,0.97876,0.00903,0.0603
772.929,0.9729,0.01685,0.06885
773.848,0.9729,0.01685,0.06885
774.767,0.98169,0.01294,0.06738
775.691,1.0,-0.00391,0.0603
776.609,1.00415,-0.00806,0.05151
777.528,0.98315,-0.00049,0.0603
778.454,0.96533,0.00562,0.06079
779.373,0.96899,0.01343,0.05176
780.291,0.96826,0.0127,0.05566
781.21,0.97681,0.00513,0.0603
782.129,1.00098,-0.00293,0.05103
783.051,0.99512,-0.00464,0.03516
783.97,0.97192,-0.00244,0.0415
784.889,0.97241,-0.00537,0.05176
785.808,0.97241,-0.00537,0.05176
786.73,0.98535,-0.00439,0.05444
787.649,0.98926,-0.00244,0.05957
788.568,0.99292,-0.00439,0.06543
789.494,0.98901,-0.00171,0.06982
790.413,0.97754,0.00073,0.06592
791.331,0.97607,0.00098,0.05908
792.254,0.97144,0.00171,0.0564
793.173,0.98047,-0.00708,0.05518
794.091,0.99414,-0.01221,0.05298
795.01,0.99561,-0.00293,0.05737
795.929,0.9873,0.00781,0.06104
796.848,0.97144,0.00537,0.06006
797.767,0.97095,0.00195,0.05396
798.691,0.97095,0.00195,0.05396
799.609,0.98706,-0.00293,0.05225
800.528,0.99438,-0.01074,0.05664
801.454,0.98438,-0.01196,0.06006
802.373,0.98096,-0.01074,0.06567
803.291,0.97656,-0.00391,0.06494
804.21,0.97021,-0.00513,0.06006
805.129,0.97559,-0.00098,0.05396
806.051,0.97998,0.00562,0.05273
806.97,0.98828,0.00659,0.05444
807.889,0.99707,0.01001,0.05151
808.808,0.99438,0.00537,0.04858
809.73,0.9895,-0.00073,0.04517
810.649,0.9895,-0.00073,0.04517
811.568,0.99072,-0.00171,0.04614
812.494,0.99487,-0.0061,0.05225
813.413,0.98804,-0.00244,0.05786
814.331,0.98193,0.00757,0.06348
815.254,0.97974,0.00366,0.06787
816.173,0.97363,-0.00195,0.06665
817.091,0.97583,-0.0061,0.06299
818.01,0.97852,-0.00879,0.05518
818.929,0.98145,-0.00439,0.05469
819.848,0.98828,-0.0022,0.05078
820.767,0.99072,0.0,0.04248
821.691,0.98877,0.00342,0.04907
822.609,0.98877,0.00342,0.04907
823.528,0.97852,0.01172,0.05518
824.454,0.97021,0.01562,0.05444
825.373,0.97656,0.00684,0.05127
826.291,0.9856,0.00171,0.05396
827.21,0.98755,-0.0105,0.05908
828.129,0.98901,-0.01489,0.06104
829.051,0.99463,-0.00464,0.05957
829.97,0.98755,0.00342,0.05566
830.889,0.96411,0.01392,0.06006
831.808,0.96216,0.01514,0.05884
832.73,0.98779,0.00537,0.052
833.649,1.00342,-0.00562,0.04663
834.568,0.9978,-0.01123,0.04468
835.494,0.9978,-0.01123,0.04468
836.413,0.98169,-0.00146,0.04492
837.331,0.96899,0.00928,0.04663
838.254,0.97266,0.00708,0.06006
839.173,0.99048,0.00171,0.05981
840.091,0.99756,-0.00146,0.05811
841.01,0.98633,0.0022,0.05859
841.929,0.97974,0.00366,0.05859
842.848,0.97339,0.00317,0.06494
843.767,0.96753,-0.00269,0.05835
844.691,0.98145,-0.00879,0.0498
845.609,0.9895,-0.00391,0.05469
846.528,0.9895,0.00171,0.06396
847.454,0.9895,0.00171,0.06396
848.373,0.98438,0.00513,0.06738
849.291,0.96851,0.00513,0.05859
850.21,0.97192,0.00049,0.04932
851.129,0.99976,-0.00757,0.04688
852.051,1.01099,-0.01196,0.0459
852.97,0.99927,-0.00732,0.05469
853.889,0.98828,-0.00098,0.06274
854.808,0.96802,0.00781,0.06274
855.73,0.95801,0.00854,0.06738
856.649,0.97119,0.00269,0.06714
857.568,0.97998,0.00049,0.06055
858.494,0.9873,-0.00391,0.05322
859.413,0.9873,-0.00391,0.05322
860.331,1.00171,-0.01001,0.0542
861.254,1.00049,-0.00366,0.0564
862.173,0.97949,0.00171,0.05225
863.091,0.97412,-0.00488,0.05664
864.01,0.97974,-0.00073,0.05127
864.929,0.98511,0.00439,0.05005
865.848,0.99023,-0.00073,0.05786
866.767,0.98975,-0.00854,0.05981
867.691,0.98315,-0.00903,0.06348
868.609,0.97095,-0.00854,0.06616
869.528,0.97168,-0.00098,0.05664
870.454,0.97754,0.00562,0.05005
871.373,0.99463,0.00562,0.04663
872.291,0.99463,0.00562,0.04663
873.21,1.00684,0.0022,0.04419
874.129,1.0022,-0.00049,0.04956
875.051,0.98804,-0.0022,0.04663
875.97,0.97485,-0.00317,0.04785
876.889,0.9834,0.00293,0.05469
877.808,1.0,-0.00122,0.06177
878.73,0.99634,-0.01318,0.06006
879.649,0.97388,-0.01416,0.05493
880.568,0.96704,-0.00098,0.05542
881.494,0.97217,0.00854,0.05176
882.413,0.97852,0.00537,0.05127
883.331,0.97754,-0.00195,0.05371
884.254,0.97754,-0.00195,0.05371
885.173,0.98877,-0.00659,0.04907
886.091,0.99902,-0.00513,0.04932
887.01,0.98901,-0.00195,0.05347
887.929,0.96411,0.00415,0.0437
888.848,0.94971,0.01416,0.04785
889.767,0.97583,0.02051,0.05713
890.691,0.99927,0.00781,0.0564
891.609,0.99438,-0.01489,0.05835
892.528,0.99023,-0.01025,0.05151
893.454,0.98877,0.00122,0.04761
894.373,0.97778,0.00244,0.05054
895.291,0.98315,0.00464,0.05615
896.21,0.98315,0.00464,0.05615
897.129,0.98462,0.00269,0.05664
898.051,0.98364,-0.00049,0.05249
898.97,0.99756,-0.00317,0.05005
899.889,0.99097,-0.00537,0.04883
900.808,0.96704,-0.00342,0.05249
901.73,0.96924,-0.00488,0.0459
902.649,1.00122,-0.00635,0.05005
903.568,1.00781,0.00024,0.06177
904.494,0.98828,0.00317,0.06177
905.413,0.97021,0.00708,0.05908
906.331,0.95312,0.00562,0.07153
907.254,0.96411,0.00464,0.07617
908.173,0.99219,-0.00586,0.0564
909.091,0.99219,-0.00586,0.0564
910.01,0.99219,-0.02466,0.05542
910.929,0.98242,-0.01636,0.05103
911.848,0.99854,-0.00366,0.04517
912.767,0.98901,0.00049,0.0498
913.691,0.96143,0.00488,0.05078
914.609,0.96533,0.01074,0.05493
915.528,0.97754,0.00049,0.05737
916.454,0.99365,-0.01318,0.05664
917.373,0.9978,-0.01123,0.05518
918.291,0.97754,-0.01172,0.05249
919.21,0.97363,-0.00879,0.04639
920.129,0.98511,0.0,0.05151
921.051,0.98511,0.0,0.05151
921.97,0.98096,0.0061,0.05981
922.889,0.96924,0.00098,0.05737
923.808,0.97949,-0.00732,0.05005
924.73,1.00317,-0.00342,0.05249
925.649,1.00513,-0.00391,0.04761
926.568,0.97705,-0.00635,0.04663
927.494,0.95923,-0.00757,0.05591
928.413,0.97437,-0.00415,0.05591
929.331,0.98633,0.00269,0.06909
930.254,0.99634,-0.00684,0.06567
931.173,0.98828,-0.00439,0.0564
932.091,0.96655,0.00928,0.05566
933.01,0.96655,0.00928,0.05566
933.929,0.96777,0.00854,0.05225
934.848,0.98071,-0.0022,0.0603
935.767,0.9834,-0.0105,0.05542
936.691,0.98877,-0.00366,0.04565
937.609,1.00269,-0.00122,0.04712
938.528,0.9834,0.00146,0.05542
939.454,0.96094,0.01294,0.05469
940.373,0.96851,0.0083,0.05273
941.291,0.99097,0.00317,0.05908
942.21,1.00684,-0.00293,0.06079
943.129,0.99634,-0.01074,0.0564
944.051,0.97803,-0.00415,0.04883
944.97,0.98047,0.00439,0.05103
945.889,0.98047,0.00439,0.05103
946.808,0.98804,0.00244,0.05688
947.73,0.97974,-0.00244,0.05664
948.649,0.97461,-0.00049,0.04956
949.568,0.9834,-0.00073,0.04883
950.494,0.99292,0.00122,0.05566
951.413,0.98486,-0.00049,0.05615
952.331,0.96777,-0.00024,0.05566
953.254,0.97925,0.00537,0.05298
954.173,1.00586,-0.00049,0.05103
955.091,1.00635,-0.00879,0.05835
956.01,0.99121,-0.00562,0.05396
956.929,0.97998,0.00171,0.04321
957.848,0.97998,0.00171,0.04321
958.767,0.97266,0.00928,0.04639
959.691,0.98291,0.00757,0.05371
960.609,0.9939,-0.00635,0.05176
961.528,0.98315,-0.00952,0.04614
962.454,0.98413,-0.00293,0.04639
963.373,0.98779,0.00391,0.052
964.291,0.98291,0.00854,0.06519
965.21,0.98169,-0.00024,0.05688
966.129,0.98145,-0.0061,0.04956
967.051,0.99316,-0.00024,0.06421
967.97,0.99438,-0.00146,0.07031
968.889,0.99048,-0.00464,0.05957
969.808,0.99048,-0.00464,0.05957
970.73,0.98706,-0.00977,0.05029
971.649,0.97607,-0.00708,0.05103
972.568,0.98926,0.00366,0.05371
973.494,0.9939,0.00977,0.06274
974.413,0.98022,0.01172,0.05859
975.331,0.98511,-0.0022,0.04956
976.254,1.00073,-0.01196,0.05103
977.173,1.00342,-0.01025,0.04712
978.091,0.98071,-0.00171,0.03711
979.01,0.97437,0.00513,0.04834
979.929,0.98413,0.00659,0.06372
980.848,0.98169,0.0105,0.06616
981.767,0.97778,0.00415,0.06421
982.691,0.97778,0.00415,0.06421
983.609,0.97241,-0.00342,0.06006
984.528,0.97803,-0.00269,0.06055
985.454,0.98633,-0.00098,0.05737
986.373,0.98755,-0.00122,0.0564
987.291,0.9812,-0.00537,0.05615
988.21,0.98267,-0.0083,0.05444
989.129,0.98633,-0.00293,0.06104
990.051,0.97803,0.00391,0.0603
990.97,0.96411,0.00781,0.052
991.889,0.96924,0.01099,0.04565
992.808,0.99585,0.00024,0.0437
993.73,1.00635,-0.01172,0.05688
994.649,1.00635,-0.01172,0.05688
995.568,0.99609,-0.00854,0.05884
996.494,0.97021,0.00146,0.05737
997.413,0.95923,0.00732,0.06421
998.331,0.96509,0.00537,0.05908
999.254,0.98999,0.00098,0.04541
1000.173,0.99829,-0.00952,0.04541
1001.091,0.98706,-0.0105,0.04272
1002.01,0.99463,0.00049,0.03833
1002.929,0.99658,0.00635,0.04907
1003.848,0.97852,0.00659,0.05273
1004.767,0.97192,0.00708,0.05811
1005.691,0.99438,0.00269,0.07202
1006.609,0.99438,0.00269,0.07202
1007.528,1.0061,0.00391,0.07324
1008.454,0.98389,0.00952,0.05664
1009.373,0.9624,0.00366,0.0498
1010.291,0.97046,-0.00146,0.05322
1011.21,0.99048,-0.00488,0.05444
1012.129,0.99805,-0.00366,0.05518
1013.051,0.97168,0.00073,0.05444
1013.97,0.98511,-0.00146,0.052
1014.889,0.99854,-0.00391,0.05713
1015.808,0.97949,-0.0022,0.05371
1016.73,0.98755,-0.00317,0.04321
1017.649,0.99609,-0.00562,0.04248
1018.568,0.99438,-0.00049,0.05298
1019.494,0.99438,-0.00049,0.05298
1020.413,0.9917,0.00171,0.0686
1021.331,0.97144,-0.00049,0.06641
1022.254,0.95703,-0.00293,0.0564
1023.173,0.97314,-0.0022,0.05786
1024.091,1.00513,0.00195,0.05371
1025.01,0.99829,0.0,0.05566
1025.929,0.98071,-0.0127,0.05225
1026.848,0.98608,-0.01758,0.04907
1027.767,0.99194,-0.00586,0.05737
1028.691,0.99683,-0.00415,0.05664
1029.609,0.9668,-0.00317,0.05469
1030.528,0.96191,0.00537,0.05029
1031.454,0.96191,0.00537,0.05029
1032.373,0.99902,0.00513,0.05566
1033.291,1.01587,-0.00342,0.05786
1034.21,0.98755,-0.00708,0.04736
1035.129,0.95435,-0.00635,0.03833
1036.051,0.96216,-0.0022,0.04541
1036.97,0.9856,0.00879,0.06836
1037.889,0.98901,-0.00098,0.07007
1038.808,0.98511,-0.00659,0.05151
1039.73,0.99487,0.00342,0.04785
1040.649,0.99341,0.00562,0.05347
1041.568,0.97217,0.00317,0.05298
1042.494,0.9668,-0.0083,0.0437
1043.413,0.97314,-0.01294,0.04272
1044.331,0.97314,-0.01294,0.04272
1045.254,0.99878,-0.00537,0.0481
1046.173,1.01587,-0.0061,0.06152
1047.091,0.98511,0.00146,0.07324
1048.01,0.96069,0.01074,0.0542
1048.929,0.96069,0.01245,0.04443
1049.848,0.98657,0.00952,0.06299
1050.767,1.00513,-0.0022,0.05713
1051.691,1.0,-0.01587,0.0415
1052.609,0.99585,-0.01294,0.04321
1053.528,0.9895,0.00024,0.04517
1054.454,0.97681,0.00586,0.05151
1055.373,0.9646,0.01733,0.05884
1056.291,0.9646,0.01733,0.05884
1057.21,0.98242,0.0166,0.05469
1058.129,1.00537,0.00586,0.05103
1059.051,1.00488,-0.00562,0.06396
1059.97,0.98779,-0.00854,0.05859
1060.889,0.95728,-0.00171,0.04639
1061.808,0.96362,0.00342,0.06104
1062.73,0.99878,-0.00098,0.05908
1063.649,0.98975,-0.01172,0.04956
1064.568,0.96265,-0.00171,0.05518
1065.494,0.97656,0.02002,0.0564
1066.413,0.99194,0.01343,0.05298
1067.331,0.98755,-0.00366,0.04785
1068.254,0.98755,-0.00366,0.04785
1069.173,0.97583,-0.00977,0.04248
1070.091,0.98657,-0.01001,0.04517
1071.01,1.0022,-0.00049,0.05591
1071.929,0.98755,0.00854,0.06177
1072.848,0.95557,0.00146,0.06128
1073.767,0.9458,0.00464,0.052
1074.691,0.97925,0.01245,0.05176
1075.609,1.00317,0.00464,0.05469
1076.528,0.99683,-0.01172,0.04492
1077.454,0.97656,-0.02515,0.04297
1078.373,0.98486,-0.01318,0.04883
1079.291,0.99854,0.00635,0.05273
1080.21,0.98389,0.00903,0.06079
1081.129,0.98389,0.00903,0.06079
1082.051,0.96729,-0.00171,0.05933
1082.97,0.97925,-0.00708,0.04956
1083.889,1.00146,-0.00342,0.05151
1084.808,0.99878,0.00122,0.0625
1085.73,0.97632,-0.00439,0.05273
1086.649,0.95752,-0.01147,0.03979
1087.568,0.96875,-0.00122,0.04932
1088.494,0.99561,0.00928,0.05444
1089.413,0.98877,0.00659,0.06372
1090.331,0.97217,0.00195,0.05469
1091.254,0.98291,-0.00122,0.04224
1092.173,1.00659,-0.00562,0.05615
1093.091,1.00659,-0.00562,0.05615
1094.01,1.00098,-0.00806,0.06006
1094.929,0.97632,-0.00879,0.04956
1095.848,0.98071,-0.00244,0.04712
1096.767,1.00684,0.0022,0.0564
1097.691,1.00146,0.00195,0.05981
1098.609,0.96045,-0.00122,0.05249
1099.528,0.94824,-0.00073,0.0481
1100.454,0.97705,0.00562,0.05786
1101.373,0.99902,-0.00098,0.06592
1102.291,0.98999,-0.01025,0.05859
1103.21,0.98145,-0.0105,0.05176
1104.129,0.98071,-0.00415,0.05029
1105.051,0.98071,-0.00415,0.05029
1105.97,0.97388,0.00342,0.06055
1106.889,0.96753,0.00488,0.06226
1107.808,0.9707,-0.00049,0.05249
1108.73,0.98999,-0.00708,0.05322
1109.649,1.00903,-0.00879,0.0603
1110.568,1.00391,-0.00391,0.06055
1111.494,0.97681,0.00684,0.05176
1112.413,0.9519,0.01172,0.05371
1113.331,0.95898,0.00952,0.0625
1114.254,0.99121,0.00293,0.06567
1115.173,0.99927,-0.0105,0.05737
1116.091,0.97949,-0.01172,0.05005
1117.01,0.98145,-0.00293,0.05029
1117.929,0.98145,-0.00293,0.05029
1118.848,0.99536,-0.00391,0.05591
1119.767,0.98291,-0.0061,0.06079
1120.691,0.97144,-0.00439,0.05396
1121.609,0.98047,-0.0022,0.05444
1122.528,0.99951,0.00586,0.06909
1123.454,0.99487,0.0083,0.07153
1124.373,0.96533,0.00391,0.05811
1125.291,0.95093,-0.00366,0.05029
1126.21,0.97388,-0.00757,0.04932
1127.129,0.99927,-0.00635,0.04443
1128.051,0.98584,-0.00024,0.05103
1128.97,0.97974,0.0061,0.05029
1129.889,0.97974,0.0061,0.05029
1130.808,0.98389,0.0061,0.0498
1131.73,0.99438,0.00635,0.05908
1132.649,0.99097,0.00513,0.05811
1133.568,0.97925,0.00415,0.05127
1134.494,0.99316,-0.00488,0.05151
1135.413,1.00977,-0.01099,0.05542
1136.331,1.00024,-0.00854,0.04907
1137.254,0.979,-0.00366,0.03955
1138.173,0.97485,0.00659,0.03955
1139.091,0.97803,0.01587,0.0564
1140.01,0.9873,0.01172,0.06714
1140.929,0.98926,0.00146,0.06104
1141.848,0.98926,0.00146,0.06104
1142.767,0.98267,-0.00537,0.04858
1143.691,0.99146,-0.01025,0.04858
1144.609,0.99048,-0.00806,0.05933
1145.528,0.97144,-0.00269,0.06201
1146.454,0.98096,0.00244,0.04712
1147.373,0.99609,0.0022,0.04834
1148.291,1.00708,0.00049,0.06348
1149.21,1.0105,-0.00317,0.06128
1150.129,0.98389,-0.00537,0.05298
1151.051,0.96729,-0.0022,0.04785
1151.97,0.99097,-0.00391,0.05566
1152.889,0.99902,-0.00635,0.07104
1153.808,0.97461,-0.00024,0.0647
1154.73,0.97461,-0.00024,0.0647
1155.649,0.96484,0.00659,0.04883
1156.568,0.97729,0.01318,0.05151
1157.494,0.99316,0.01074,0.06006
1158.413,0.98926,0.00293,0.05884
1159.331,0.98022,-0.00269,0.04688
1160.254,1.00488,-0.00732,0.04785
1161.173,1.02319,-0.01221,0.06226
1162.091,0.98828,-0.00806,0.06665
1163.01,0.9502,0.0022,0.05859
1163.929,0.96118,0.00464,0.05737
1164.848,0.99316,0.00635,0.06763
1165.767,0.99878,0.00659,0.06714
1166.691,0.99878,0.00659,0.06714
1167.609,0.98193,-0.00049,0.05737
1168.528,0.98145,-0.00464,0.0498
1169.454,0.99341,0.0,0.04785
1170.373,0.98901,-0.00195,0.05298
1171.291,0.96216,-0.00659,0.052
1172.21,0.95288,-0.00513,0.05298
1173.129,0.98535,0.00464,0.06348
1174.051,1.00195,-0.00098,0.0708
1174.97,0.99268,-0.0105,0.06616
1175.889,0.97168,-0.00415,0.05542
1176.808,0.96509,0.00586,0.0498
1177.73,0.99438,0.00659,0.0564
1178.649,0.99438,0.00659,0.0564
1179.568,1.00464,-0.00366,0.07007
1180.494,0.97559,-0.00488,0.06543
1181.413,0.96069,0.00073,0.05054
1182.331,0.98438,0.00171,0.04492
1183.254,0.99951,-0.00342,0.05127
1184.173,0.98096,-0.00854,0.0542
1185.091,0.97266,-0.00928,0.04468
1186.01,0.99341,-0.00537,0.05078
1186.929,0.99902,-0.00781,0.06885
1187.848,0.97827,-0.00684,0.0708
1188.767,0.96289,-0.00073,0.052
1189.691,0.97144,0.00171,0.04053
1190.609,1.00391,0.00415,0.05078
1191.528,1.00391,0.00415,0.05078
1192.454,1.00659,-0.0022,0.05737
1193.373,0.979,-0.00635,0.04858
1194.291,0.97754,-0.00488,0.04565
1195.21,0.99463,0.0,0.05054
1196.129,0.9917,0.00024,0.05713
1197.051,0.96436,-0.00024,0.05957
1197.97,0.96265,0.00781,0.04565
1198.889,0.99536,0.00513,0.04468
1199.808,1.01318,-0.00171,0.05811
1200.73,0.99243,-0.00537,0.05225
1201.649,0.96411,-0.0083,0.04321
1202.568,0.96777,-0.00317,0.04321
1203.494,0.96777,-0.00317,0.04321
1204.413,1.0061,0.00391,0.05249
1205.331,1.00977,0.0022,0.05664
1206.254,0.97095,-0.00293,0.04443
1207.173,0.96875,0.00024,0.04053
1208.091,0.99316,0.01123,0.0481
1209.01,0.98706,0.00708,0.05615
1209.929,0.97217,-0.00806,0.0498
1210.848,0.97974,-0.01099,0.0376
1211.767,1.0022,-0.00879,0.04468
1212.691,1.01172,-0.00928,0.06714
1213.609,0.97363,0.00122,0.07251
1214.528,0.948,0.01318,0.06055
1215.454,0.948,0.01318,0.06055
1216.373,0.97705,0.00977,0.05273
1217.291,1.01416,-0.00464,0.05859
1218.21,1.01392,-0.01343,0.05591
1219.129,0.98706,-0.01123,0.04028
1220.051,0.97046,-0.00439,0.04565
1220.97,0.97949,0.00879,0.05981
1221.889,0.98877,0.00635,0.06714
1222.808,0.97876,-0.00415,0.05542
1223.73,0.97876,0.00122,0.03711
1224.649,0.99683,0.0,0.05371
1225.568,0.99072,-0.0022,0.07593
1226.494,0.97559,-0.00439,0.06641
1227.413,0.9751,-0.0127,0.05444
1228.331,0.9751,-0.0127,0.05444
1229.254,0.99268,-0.00586,0.04785
1230.173,1.01733,0.0022,0.05103
1231.091,0.99585,0.00122,0.06152
1232.01,0.96509,0.00586,0.05371
1232.929,0.97412,0.00928,0.04883
1233.848,0.99487,0.00024,0.05542
1234.767,0.99927,-0.01099,0.05371
1235.691,0.98389,-0.01001,0.04395
1236.609,0.96582,0.0,0.04321
1237.528,0.979,0.00537,0.06006
1238.454,0.99048,0.00537,0.06616
1239.373,0.97607,0.00342,0.05908
1240.291,0.97607,0.00342,0.05908
1241.21,0.98145,0.00049,0.04907
1242.129,1.00049,0.00073,0.04712
1243.051,1.00488,-0.00732,0.05591
1243.97,0.99243,-0.01562,0.05444
1244.889,0.97046,-0.01196,0.04614
1245.808,0.97241,-0.00488,0.0459
1246.73,0.99292,0.00659,0.05347
1247.649,0.98438,0.00757,0.05469
1248.568,0.96655,0.00439,0.05078
1249.494,0.98193,-0.00269,0.04102
1250.413,1.00806,-0.01196,0.04565
1251.331,1.0022,-0.01489,0.05688
1252.254,1.0022,-0.01489,0.05688
1253.173,0.98462,-0.00562,0.04053
1254.091,0.98193,0.01099,0.04102
1255.01,0.98462,0.01465,0.06299
1255.929,0.98584,0.00439,0.06934
1256.848,0.98584,-0.00488,0.05981
1257.767,0.98315,-0.00391,0.05054
1258.691,0.98462,0.00049,0.05005
1259.609,0.9812,-0.00244,0.04932
1260.528,0.9729,-0.0022,0.04663
1261.454,0.98145,0.00195,0.04663
1262.373,0.99438,-0.00073,0.04956
1263.291,1.00098,-0.00464,0.05469
1264.21,0.99023,-0.00269,0.06128
1265.129,0.99023,-0.00269,0.06128
1266.051,0.96704,0.00635,0.05493
1266.97,0.96362,0.00903,0.05469
1267.889,0.98389,-0.00244,0.06494
1268.808,1.01318,-0.01514,0.06226
1269.73,1.01025,-0.01611,0.04907
1270.649,0.97656,-0.00781,0.04517
1271.568,0.96387,0.00415,0.05713
1272.494,0.97046,0.00781,0.06934
1273.413,0.98096,0.00073,0.06372
1274.331,0.98853,-0.00708,0.05249
1275.254,1.00464,-0.01318,0.04614
1276.173,1.0105,-0.01343,0.05249
1277.091,1.0105,-0.01343,0.05249
1278.01,0.98389,-0.00366,0.06714
1278.929,0.96094,0.00366,0.06299
1279.848,0.96899,0.00586,0.05933
1280.767,0.98975,0.0,0.06079
1281.691,0.99634,-0.00024,0.05811
1282.609,0.98755,0.0061,0.05493
1283.528,0.96899,0.00439,0.0542
1284.454,0.96436,0.00439,0.05444
1285.373,0.98315,0.00342,0.05322
1286.291,1.00122,-0.00415,0.05151
1287.21,1.00342,-0.00122,0.03955
1288.129,0.99268,0.00952,0.0354
1289.051,0.99268,0.00952,0.0354
1289.97,0.97778,0.00903,0.05518
1290.889,0.97339,0.00684,0.06079
1291.808,0.97656,0.00635,0.04639
1292.73,0.9834,-0.00122,0.0459
1293.649,0.99878,-0.00757,0.05591
1294.568,1.00024,-0.01294,0.05322
1295.494,0.98145,-0.01318,0.04395
1296.413,0.97168,0.00098,0.04199
1297.331,0.97461,0.01172,0.04712
1298.254,0.97559,0.01074,0.05713
